       Z A ab        |   abs_cyburt_sens    |   rel_cyburt_sens    | 
      76 33 pg       | 4.946506843085013e+37 |  4.547184040116757   | 
      51 25 pg       | 4.946449529958854e+37 |  4.547131353778534   | 
      84 41 pg       | 4.942473874691333e+37 |  4.543476646172752   | 
     111 50 pa       | 4.933205611754576e+37 |  4.534956593812055   | 
     104 52 ga       | 4.93298235911736e+37 |   4.53475136396783   | 
      92 40 pa       | 4.930568120730309e+37 |  4.532532022802259   | 
      57 27 ap       | 4.929839331332593e+37 |  4.531862067291628   | 
      45 25 pg       | 4.927772324513012e+37 |  4.529961926299414   | 
      89 41 pa       | 4.927431320705026e+37 |  4.529648451129465   | 
      19 11 pg       | 4.927031753419917e+37 |  4.529281140208963   | 
      44 21 ap       | 4.925720124418257e+37 |  4.5280753967111576  | 
      75 37 pa       | 4.924428817708962e+37 |  4.526888334922774   | 
     108 49 pg       | 4.922568052137056e+37 |  4.525177785684821   | 
     111 52 pa       | 4.917766659652765e+37 |  4.5207640011763806  | 
     101 49 pa       | 4.913207349377388e+37 |  4.516572756005635   | 
      47 26 ap       | 4.910608740558519e+37 |   4.51418392830914   | 
      84 41 pa       | 4.9097383228098435e+37 |  4.513383777855382   | 
      38 21 gp       | 4.905836632658189e+37 |  4.5097970642916705  | 
     110 46 pg       | 4.904996208928097e+37 |  4.5090244864920965  | 
      98 42 pa       | 4.900608635247443e+37 |  4.504991113922644   | 
      63 30 pg       | 4.900335838437501e+37 |  4.504740339519674   | 
      65 29 ag       | 4.899855134945295e+37 |  4.504298442375461   | 
      41 19 pg       | 4.898106490848049e+37 |  4.502690963242594   | 
      56 28 ag       | 4.894140539886147e+37 |  4.499045176530896   | 
      38 20 ag       | 4.893409389762268e+37 |  4.498373050871375   | 
     106 51 pg       | 4.891063690946357e+37 |  4.4962167161978375  | 
     108 51 pg       | 4.889798947763647e+37 |  4.4950540735092295  | 
      25 14 pg       | 4.88660302934362e+37 |  4.492116155965786   | 
     101 45 pg       | 4.8859932515508555e+37 |  4.491555604462425   | 
      43 21 pa       | 4.883263278059411e+37 |  4.4890460169324715  | 
      55 27 ap       | 4.882922925889704e+37 |  4.488733140795188   | 
      89 39 pg       | 4.882905330097129e+37 |  4.488716965480019   | 
      59 29 pa       | 4.879527352315791e+37 |  4.4856116859074975  | 
      24 13 ap       | 4.878850420265305e+37 |  4.484989401391604   | 
      32 18 ap       | 4.878586026917374e+37 |  4.484746352053928   | 
      66 35 gp       | 4.875930494570415e+37 |   4.48230519616571   | 
      40 22 ap       | 4.875397152127204e+37 |  4.481814909520484   | 
     109 49 pg       | 4.868394073476107e+37 |   4.47537717709958   | 
      49 21 pa       | 4.867046700443765e+37 |  4.474138575123861   | 
      63 29 ag       | 4.864500667474044e+37 |  4.471798078920624   | 
      36 20 ag       | 4.85777113192477e+37 |  4.465611806947741   | 
      17 9 ap        | 4.854413014973523e+37 |  4.462524784875406   | 
      61 28 pg       | 4.853699801775128e+37 |  4.461869148124903   | 
      32 19 gp       | 4.853110497391618e+37 |  4.461327417248453   | 
      68 30 pa       | 4.852224296444932e+37 |  4.460512757746518   | 
      28 16 ag       | 4.850343379182118e+37 |  4.458783683628243   | 
      49 23 ag       | 4.846633836513244e+37 |  4.455373605818765   | 
      26 13 pg       | 4.846626733977235e+37 |  4.455367076658004   | 
      80 39 pa       | 4.845849253174895e+37 |  4.454652360514259   | 
      70 30 pa       | 4.843994417021423e+37 |  4.452947262023211   | 
      61 28 pa       | 4.840317573390549e+37 |  4.449567243515871   | 
      61 32 ag       | 4.839116627101151e+37 |  4.448463247509513   | 
      55 26 pg       | 4.839005497668677e+37 |   4.44836108936079   | 
      45 21 ag       | 4.837920896928219e+37 |  4.447364046531707   | 
      49 22 ag       | 4.836448280793152e+37 |  4.4460103121088075  | 
      53 26 pg       | 4.835679349116448e+37 |  4.4453034549348125  | 
      35 17 ap       | 4.835189655062532e+37 |  4.444853293021134   | 
      52 26 pg       | 4.833755808154399e+37 |  4.443535198053622   | 
      85 39 pa       | 4.833071000169545e+37 |  4.442905673413698   | 
     125 52 pg       | 4.832367205094959e+37 |  4.442258694478423   | 
     110 52 pa       | 4.829750159988383e+37 |  4.439852918823322   | 
     102 44 pa       | 4.828616246316941e+37 |  4.438810544009495   | 
      78 34 pa       | 4.827292404147263e+37 |  4.437593573291259   | 
      59 29 pg       | 4.825052770426015e+37 |  4.435534741263723   | 
     103 48 pg       | 4.823970931673008e+37 |  4.4345402374516985  | 
      44 20 ag       | 4.811659414382273e+37 |  4.423222607311893   | 
      63 29 pa       | 4.808655073381933e+37 |  4.420460801479781   | 
     114 49 pg       | 4.808621887470679e+37 |  4.420430294608812   | 
     105 52 ga       | 4.80680486152567e+37 |  4.418759953974557   | 
      80 41 gp       | 4.802280250906534e+37 |  4.414600607217797   | 
      59 31 pg       | 4.801747304332891e+37 |  4.414110684484284   | 
      64 31 ag       | 4.800154468926931e+37 |  4.412646435880921   | 
      52 27 ap       | 4.798197664449478e+37 |  4.410847600789458   | 
     102 47 ag       | 4.798066542398429e+37 |  4.410727063991117   | 
      97 49 pg       | 4.794883866629097e+37 |  4.407801320042454   | 
      53 25 ap       | 4.794558590056368e+37 |  4.407502302475703   | 
     124 50 pg       | 4.791659778892289e+37 |  4.404837507241661   | 
      97 47 ag       | 4.791045140789908e+37 |  4.404272487792936   | 
      69 34 ag       | 4.79088736141029e+37 |  4.4041274456653055  | 
      66 30 pg       | 4.790810140974685e+37 |  4.404056459099737   | 
     104 47 pa       | 4.789536556891834e+37 |  4.402885689221315   | 
      80 34 pg       | 4.789278673327976e+37 |  4.402648624144286   | 
     107 52 ga       | 4.786111268601368e+37 |   4.39973691843391   | 
      36 17 pa       | 4.785430898338717e+37 |  4.399111473266677   | 
      86 41 pg       | 4.784729975993304e+37 |  4.398467135150197   | 
      33 17 ag       | 4.78277277135259e+37 |  4.396667932199951   | 
      85 37 pa       | 4.782607124661878e+37 |  4.3965156578754225  | 
      69 32 pg       | 4.77995426481267e+37 |   4.39407695873891   | 
      10 5 pg        | 4.776618571365258e+37 |  4.3910105499603596  | 
      55 28 pg       | 4.773532879853942e+37 |  4.3881739609010335  | 
      73 39 pg       | 4.772554444656437e+37 |  4.3872745130572275  | 
     102 47 ag       | 4.772007129187606e+37 |  4.386771381404178   | 
      22 13 pg       | 4.768584786140329e+37 |  4.383625318095656   | 
      19 10 ap       | 4.763469618996042e+37 |    4.378923089404    | 
     107 49 pg       | 4.761760753441186e+37 |  4.377352177561715   | 
      99 47 pg       | 4.761224065145405e+37 |  4.376858815168715   | 
      51 25 ap       | 4.760862155550495e+37 |  4.376526121899274   | 
      34 19 gp       | 4.759387483083927e+37 |   4.3751704971489    | 
      56 27 ag       | 4.757703113823551e+37 |  4.373622104058299   | 
      23 14 ag       | 4.757149285455249e+37 |  4.373112985280707   | 
      89 40 pg       | 4.756112060854507e+37 |  4.372159493998853   | 
      29 14 pg       | 4.754801571368788e+37 |  4.370954798025869   | 
      60 28 ag       | 4.751526424841197e+37 |  4.367944048320726   | 
      73 34 pg       | 4.747956301371678e+37 |  4.364662134643695   | 
      90 47 gp       | 4.747868857341658e+37 |  4.364581749816519   | 
      54 25 pa       | 4.743510944151569e+37 |  4.360575643298362   | 
     113 52 ga       | 4.743101002904724e+37 |  4.360198795887822   | 
      55 25 pg       | 4.741205053160981e+37 |  4.358455902834381   | 
      36 19 ap       | 4.737865365288793e+37 |  4.355385822093946   | 
     110 47 pg       | 4.736525703077212e+37 |  4.354154308457981   | 
      91 43 pg       | 4.73387767028553e+37 |  4.351720046699126   | 
     110 53 gp       | 4.731436211592909e+37 |  4.349475682675409   | 
     109 53 gp       | 4.729818736176558e+37 |  4.347988783206383   | 
      66 36 gp       | 4.724949591935201e+37 |  4.343512716421137   | 
      85 42 pg       | 4.723552732190792e+37 |  4.342228622708634   | 
      69 35 pg       | 4.721278565870595e+37 |  4.340138045838165   | 
      16 10 ap       | 4.719197365735798e+37 |  4.338224857332126   | 
      97 47 pg       | 4.718636303765684e+37 |  4.337709088908681   | 
      49 23 pa       | 4.714031656418462e+37 |  4.333476166648212   | 
      88 39 pg       | 4.710665980378332e+37 |  4.330382195718953   | 
      48 24 pg       | 4.70828448834183e+37 |   4.32819295734861   | 
      51 27 pg       | 4.707322268036101e+37 |  4.327308415396868   | 
     122 52 pg       | 4.707200015614248e+37 |  4.327196032198148   | 
      51 23 ag       | 4.701630299114004e+37 |   4.32207594912108   | 
      99 45 pa       | 4.700589373443098e+37 |  4.321119055549951   | 
      43 23 pg       | 4.698355096329922e+37 |  4.319065147700933   | 
      86 36 pg       | 4.69691488853027e+37 |  4.317741205345494   | 
      65 31 ag       | 4.696460529489634e+37 |  4.317323525911583   | 
     103 49 pa       | 4.695919387990577e+37 |   4.31682606981458   | 
      69 33 pg       | 4.695779763698011e+37 |  4.316697717145734   | 
      42 20 pa       | 4.695768242056758e+37 |  4.316687125626329   | 
      71 35 pa       | 4.694043130404637e+37 |  4.315101279205655   | 
      60 29 ag       | 4.692533114991106e+37 |  4.313713164682305   | 
      68 32 pa       | 4.692151734534719e+37 |   4.31336257239981   | 
     110 51 pa       | 4.692052819098112e+37 |  4.313271642232536   | 
     109 48 pg       | 4.691641529874904e+37 |  4.3128935556653945  | 
      41 21 ap       | 4.687039547451775e+37 |  4.308663083194381   | 
     104 51 gp       | 4.685634494573349e+37 |   4.30737145776517   | 
      69 35 gp       | 4.685590237749126e+37 |  4.307330773716576   | 
      53 25 pa       | 4.685195697400618e+37 |   4.30696808391692   | 
      10 5 pa        | 4.6832308596957195e+37 |  4.305161864106343   | 
     100 46 pg       | 4.678138351075521e+37 |  4.300480464755951   | 
     114 51 pa       | 4.675559937807633e+37 |  4.298110202259104   | 
      57 27 pa       | 4.67249866430159e+37 |  4.2952960599824035  | 
     101 47 pg       | 4.668346760325762e+37 |  4.291479331916744   | 
      36 20 ag       | 4.666644042730602e+37 |  4.289914071720174   | 
      97 45 ag       | 4.6636203325578085e+37 |  4.287134460354856   | 
      79 37 pa       | 4.6605669783682625e+37 |  4.284327598082152   | 
      94 41 pg       | 4.659524622811681e+37 |  4.283369390057505   | 
      88 46 gp       | 4.65450432590581e+37 |   4.27875437289667   | 
     100 43 pg       | 4.65167349742087e+37 |  4.276152072219573   | 
     118 50 pg       | 4.6506340816699275e+37 |  4.275196566675223   | 
     105 52 ga       | 4.648376051540172e+37 |  4.273120823348903   | 
     107 48 pa       | 4.647019186567985e+37 |   4.27187349570096   | 
      21 12 ap       | 4.645465936272027e+37 |  4.270445636571247   | 
     108 49 pa       | 4.642219278174938e+37 |  4.267461075475686   | 
      73 34 pg       | 4.641134514534092e+37 |  4.266463882896876   | 
      43 23 ap       | 4.640638093471238e+37 |  4.266007537033867   | 
      89 47 gp       | 4.640593626632074e+37 |   4.26596665992447   | 
      42 20 ag       | 4.640461778803509e+37 |  4.265845455939356   | 
      81 39 pa       | 4.63930847246343e+37 |  4.264785253992945   | 
      84 39 pa       | 4.638352181037602e+37 |  4.263906162293051   | 
     113 52 pg       | 4.637675130323464e+37 |  4.263283768693014   | 
      57 28 ag       | 4.637593090818363e+37 |  4.263208352092959   | 
      34 17 ap       | 4.637019714978663e+37 |  4.262681263876975   | 
      73 32 pg       | 4.635320210971569e+37 |  4.261118957841156   | 
      90 40 pg       | 4.6288807281001055e+37 |  4.255199323103228   | 
      88 41 pg       | 4.627245882181422e+37 |  4.253696455421992   | 
     100 45 pg       | 4.623717940317223e+37 |  4.250453318103427   | 
      43 22 ap       | 4.622405773814879e+37 |  4.249247080496422   | 
     100 42 pg       | 4.619545546246818e+37 |   4.24661775407251   | 
     104 44 pg       | 4.616928218772771e+37 |  4.244211718844966   | 
      44 20 pg       | 4.616827475429403e+37 |  4.244119108334632   | 
     106 46 pg       | 4.612741042751658e+37 |  4.240362566184239   | 
      58 31 gp       | 4.610833852918461e+37 |  4.238609340434008   | 
      98 44 pg       | 4.608844497716377e+37 |   4.2367805823807    | 
      79 39 pg       | 4.607250531347979e+37 |  4.235315294115509   | 
      37 17 pg       | 4.606625227785884e+37 |  4.234740470210885   | 
      84 43 pg       | 4.605517843133619e+37 |  4.233722482775148   | 
     119 51 pg       | 4.600925029659085e+37 |  4.229500439059626   | 
     108 49 pg       | 4.599750929236346e+37 |  4.228421121700299   | 
      28 13 pa       | 4.599106464537309e+37 |   4.22782868350364   | 
     105 48 pa       | 4.598655709611273e+37 |  4.227414317230491   | 
     107 51 pg       | 4.597613678703328e+37 |  4.226456407646166   | 
      23 11 pa       | 4.595936857090504e+37 |  4.224914952894797   | 
      54 24 ag       | 4.592205119968975e+37 |  4.221484472351816   | 
     109 47 pg       | 4.591409204533126e+37 |  4.220752809770121   | 
      51 28 ap       | 4.590738494388319e+37 |  4.220136244876398   | 
     102 46 pa       | 4.590521148313778e+37 |  4.219936444768425   | 
     114 48 pg       | 4.583531431389051e+37 |  4.213510995405208   | 
      81 35 pa       | 4.582684212244367e+37 |  4.2127321707729175  | 
      26 14 ag       |  4.57797952354e+37   |  4.208407283318224   | 
      95 45 ag       | 4.57545500331017e+37 |  4.206086563169199   | 
      46 20 ag       | 4.573171141617749e+37 |  4.203987073616864   | 
      61 30 pa       | 4.5700925459763e+37  |  4.201157007590303   | 
      37 21 pg       | 4.566195327846259e+37 |   4.19757440502976   | 
      62 34 gp       | 4.564030867522153e+37 |  4.195584677783148   | 
      85 41 pa       | 4.564010732575088e+37 |  4.1955661682949685  | 
      82 43 gp       | 4.563030015852975e+37 |  4.194664623110026   | 
      31 16 ap       | 4.56279910435806e+37 |  4.194452352694222   | 
     102 51 gp       | 4.561518466624102e+37 |   4.19327509859355   | 
      62 32 ag       | 4.557141881498237e+37 |  4.189251827492173   | 
     124 52 pg       | 4.549986741375261e+37 |  4.182674309254738   | 
      81 40 pg       | 4.547805374610725e+37 |  4.180669040394914   | 
     104 46 pa       | 4.5449613019250525e+37 |   4.17805456469813   | 
     102 51 gp       | 4.543363356553911e+37 |  4.176585618648092   | 
      80 37 pg       | 4.54290839577912e+37 |  4.176167386056966   | 
      42 21 pa       | 4.54173343530451e+37 |  4.175087278076244   | 
     113 52 ga       | 4.539627157342475e+37 |  4.1731510362318796  | 
     102 49 pa       | 4.53772177749941e+37 |   4.17139947435446   | 
      72 35 pa       | 4.535452853299412e+37 |   4.16931371641704   | 
     115 52 ga       | 4.532377771130906e+37 |  4.166486880226926   | 
      45 22 ag       | 4.529605147735736e+37 |  4.163938085845008   | 
      47 22 pg       | 4.528601275451123e+37 |  4.163015254405425   | 
      70 37 gp       | 4.525183455486528e+37 |  4.159873349039072   | 
      91 41 pg       | 4.518734262408428e+37 |  4.153944787982421   | 
     111 51 ga       | 4.517856157334101e+37 |  4.153137570787299   | 
      69 34 pg       | 4.516886637956648e+37 |  4.152246319005064   | 
      40 21 pg       | 4.514733888775591e+37 |  4.150267357481507   | 
      95 49 gp       | 4.5140432092948645e+37 |  4.149632435341252   | 
      36 16 ag       | 4.510507049574475e+37 |  4.146381743579584   | 
     107 48 pg       | 4.5104279049156125e+37 |  4.146308988129918   | 
      44 21 pa       | 4.509836088813853e+37 |  4.145764948301819   | 
      45 22 ag       | 4.509775085368096e+37 |  4.145708869557011   | 
      26 16 ap       | 4.509716498494755e+37 |  4.1456550122989775  | 
      44 23 ap       | 4.507548054015176e+37 |   4.14366162253076   | 
      42 24 ap       | 4.507006671438829e+37 |  4.143163944818214   | 
      34 18 ap       | 4.505214883190751e+37 |  4.141516804485977   | 
      27 14 ag       | 4.494730485665939e+37 |   4.13187879394492   | 
      96 49 gp       | 4.493085470122954e+37 |  4.130366577615277   | 
      83 39 pa       | 4.483675814622595e+37 |  4.121716547064112   | 
      71 35 pg       | 4.481051817132142e+37 |  4.119304380278863   | 
      76 37 pg       | 4.480443110895382e+37 |  4.118744813826675   | 
     119 50 pa       | 4.47673040439922e+37 |  4.115331827600125   | 
     102 44 pa       | 4.475905543822053e+37 |  4.114573556567494   | 
      90 44 pg       | 4.474868963225138e+37 |  4.113620657300172   | 
     106 46 pg       | 4.47332455285419e+37 |   4.11220092446386   | 
      77 34 pa       | 4.472504499626441e+37 |   4.11144707269178   | 
     102 47 pa       | 4.471940089588731e+37 |  4.110928226484351   | 
      46 21 pa       | 4.464901025741747e+37 |  4.104457413889173   | 
      72 32 pa       | 4.46401446782553e+37 |   4.10364242623523   | 
     100 45 pa       | 4.461694685774738e+37 |  4.101509916111917   | 
      63 29 ag       | 4.46113871706633e+37 |  4.100998829780113   | 
      42 23 pg       | 4.456155454183068e+37 |  4.096417856950337   | 
     118 51 pg       | 4.453156082235339e+37 |  4.093660619027952   | 
      76 39 pg       | 4.450841741108021e+37 |  4.091533110591926   | 
      86 43 pg       | 4.450117059978964e+37 |  4.090866931696646   | 
      44 25 pg       | 4.447116385366034e+37 |  4.088108496270933   | 
      22 11 pg       | 4.441743906533218e+37 |  4.083169728211085   | 
      55 27 pg       | 4.43482172442383e+37 |   4.07680636169627   | 
      97 44 pa       | 4.432124901100008e+37 |  4.074327248179174   | 
      12 6 pg        | 4.430396433552296e+37 |  4.072738316778462   | 
      43 23 ag       | 4.425920127850971e+37 |  4.068623375368404   | 
     113 50 pg       | 4.425367474681255e+37 |  4.068115336917681   | 
      31 15 ap       | 4.424880662091129e+37 |  4.067667823852285   | 
      82 37 pa       | 4.424247271856592e+37 |  4.067085566098073   | 
      67 30 pg       | 4.423404277466796e+37 |  4.066310625163633   | 
      98 46 ag       | 4.423280326346584e+37 |  4.066196680399487   | 
      72 33 pa       | 4.422874040324698e+37 |  4.065823193134019   | 
      86 38 pg       | 4.4215493834310935e+37 |  4.064605473463086   | 
      56 29 pg       | 4.418509726446675e+37 |  4.061811202644215   | 
     107 52 pa       | 4.406455210005972e+37 |   4.05072982612755   | 
      93 41 pa       | 4.405274982227752e+37 |  4.049644876063379   | 
      95 50 gp       | 4.3993056800910615e+37 |  4.044157465195942   | 
      80 38 pg       | 4.398841681555201e+37 |  4.0437309244463115  | 
      74 35 pg       | 4.394941925690091e+37 |  4.040145989017592   | 
     122 52 pa       | 4.382056242676527e+37 |  4.0283005445445506  | 
      91 48 gp       | 4.379138771363106e+37 |  4.025618595562223   | 
      25 15 gp       | 4.374415879943737e+37 |  4.021276974865715   | 
      78 38 pg       | 4.373265854388099e+37 |  4.020219788851784   | 
      49 22 ag       | 4.369138480561898e+37 |  4.016425610659888   | 
      29 15 pg       | 4.368929678149419e+37 |  4.016233664499157   | 
     104 47 pg       | 4.367404202698675e+37 |  4.014831338000224   | 
      41 20 ag       | 4.367325839942394e+37 |  4.014759301331519   | 
      42 21 ag       | 4.367125031119236e+37 |  4.014574703451693   | 
      35 18 pg       | 4.364402202399172e+37 |  4.012071683908284   | 
      57 28 pg       | 4.359885719274245e+37 |  4.0079198085274115  | 
      30 18 ap       | 4.359438086015208e+37 |  4.007508311914572   | 
      33 15 pa       | 4.357794010789157e+37 |  4.0059969599917284  | 
     121 52 pg       | 4.357697271970208e+37 |  4.005908030727595   | 
      41 22 ap       | 4.356420475240698e+37 |  4.004734307553833   | 
      54 24 pg       | 4.353311118344982e+37 |  4.001875963574992   | 
      37 17 pa       | 4.348402906070571e+37 |  3.9973639826503313  | 
      29 15 pg       | 4.343635813425056e+37 |  3.992981729014971   | 
      94 45 pg       | 4.340818554016832e+37 |  3.9903919020068765  | 
      89 42 pg       | 4.340534364549963e+37 |  3.990130654656149   | 
      29 16 ag       | 4.34028714661486e+37 |  3.9899033941904114  | 
      29 17 pg       | 4.335204408269992e+37 |  3.9852309763781966  | 
      73 36 pg       | 4.328513076911114e+37 |  3.979079824438569   | 
      41 21 ap       | 4.327917529621308e+37 |  3.978532354634676   | 
      27 13 pg       | 4.326729715483725e+37 |  3.977440430644599   | 
      90 45 pg       | 4.324297417839545e+37 |  3.9752044881139845  | 
      80 41 pg       | 4.322554664671642e+37 |   3.97360242434609   | 
      70 34 pg       | 4.321893702240538e+37 |  3.972994820250275   | 
      65 30 pg       | 4.321790168813981e+37 |  3.9728996448952634  | 
      96 44 pa       | 4.317950535797009e+37 |  3.9693699787028294  | 
      27 15 ap       | 4.310265873293253e+37 |  3.962305685495672   | 
      48 24 ag       | 4.309900820260113e+37 |  3.9619701025522445  | 
      59 27 pg       | 4.308334987528348e+37 |  3.9605306767446504  | 
      82 40 pg       | 4.308113155330599e+37 |  3.9603267526703116  | 
     109 51 pg       | 4.307464144025241e+37 |  3.9597301349068674  | 
     111 48 pg       | 4.305967224602585e+37 |  3.9583540591580677  | 
      68 30 pa       | 4.300974383190436e+37 |  3.9537642810572056  | 
      46 20 pg       | 4.30077818662222e+37 |  3.9535839230930865  | 
     103 45 pa       | 4.297113351618629e+37 |  3.9502149437776564  | 
      56 29 ap       | 4.2955493472690785e+37 |  3.9487771987501947  | 
     108 50 pg       | 4.293117719320697e+37 |  3.9465418718520144  | 
      31 15 pa       | 4.287970166827793e+37 |   3.94180987222401   | 
      31 15 ag       | 4.283535317407647e+37 |  3.937733040402419   | 
      67 35 gp       | 4.283181407025926e+37 |  3.937407700583746   | 
      50 27 pg       | 4.281689388710285e+37 |  3.936036130284206   | 
      77 41 gp       | 4.279824738890332e+37 |  3.9343220103667234  | 
      44 25 pg       | 4.278229105502511e+37 |  3.9328551896576567  | 
      65 32 pg       | 4.276090374740769e+37 |  3.930889114871064   | 
      22 10 pg       | 4.275632814010354e+37 |  3.930468492214161   | 
      43 20 ag       | 4.275244651297794e+37 |  3.930111665195112   | 
      22 11 ag       | 4.271166572607889e+37 |  3.9263628026298054  | 
      92 43 pg       | 4.266825273858572e+37 |  3.9223719692978207  | 
      40 19 ap       | 4.264688344529914e+37 |  3.920407550517785   | 
      90 45 pg       | 4.263976062632482e+37 |  3.9197527698859553  | 
      31 15 ap       | 4.263804181157626e+37 |  3.9195947641004483  | 
     108 49 pa       | 4.263780923094186e+37 |  3.919573383619589   | 
      30 17 gp       | 4.260946533233551e+37 |  3.9169678090703965  | 
      87 39 pa       | 4.25943661418344e+37 |  3.915579783131217   | 
      73 33 pa       | 4.25599151920139e+37 |  3.912412804611625   | 
     112 51 pg       | 4.2525717526049064e+37 |  3.9092691097615524  | 
      50 26 pg       | 4.2504496476902314e+37 |  3.907318318646616   | 
      53 29 pg       | 4.2475010889668392e+37 |  3.9046077918862823  | 
      52 25 ag       | 4.2403739253599124e+37 |  3.8980559916699287  | 
      22 11 pg       | 4.2390445964787454e+37 |  3.896833977172777   | 
      18 9 ap        | 4.238984356329704e+37 |  3.8967786001050837  | 
      52 26 pg       | 4.237370348559796e+37 |  3.895294888345499   | 
     124 51 pg       | 4.237084164062621e+37 |  3.8950318070197545  | 
     114 52 pa       | 4.236343516888132e+37 |  3.894350950989827   | 
     119 52 pa       | 4.234717643004623e+37 |  3.8928563310471356  | 
      49 23 pg       | 4.2343084092016887e+37 |  3.892480133969802   | 
      59 31 gp       | 4.231724100354613e+37 |  3.8901044518335115  | 
      58 31 gp       | 4.2274337490623686e+37 |  3.8861604530599405  | 
      77 37 pa       | 4.2252163032137654e+37 |  3.884122017717091   | 
      61 28 ag       | 4.221380329405522e+37 |  3.8805957153318964  | 
      65 32 pa       | 4.2201169359745276e+37 |  3.8794343134319202  | 
      36 16 pa       | 4.2184066819469243e+37 |  3.877862125205852   | 
     104 45 pg       | 4.218170583204403e+37 |  3.877645086299824   | 
      78 39 pg       | 4.216014810686085e+37 |  3.8756633455077085  | 
      77 39 pg       | 4.2134389119984815e+37 |  3.873295394593499   | 
     106 52 ga       | 4.212594933077377e+37 |  3.8725195486072335  | 
      86 37 pg       | 4.2103894483174347e+37 |  3.870492108755381   | 
      76 36 pg       | 4.209808899058288e+37 |  3.869958426217494   | 
      68 31 pa       | 4.2066714226147433e+37 |  3.867074232732495   | 
     116 52 pg       | 4.2050565788753366e+37 |  3.8655897524897602  | 
      64 33 pg       | 4.201723434081409e+37 |  3.8625256866163786  | 
      80 35 pg       | 4.2012268450721067e+37 |  3.862069186364943   | 
      28 14 pg       | 4.197661665677306e+37 |  3.8587918176361695  | 
      18 9 pa        | 4.194123607740171e+37 |  3.8555393808974556  | 
     116 52 pa       | 4.193892443545268e+37 |   3.85532687818169   | 
     105 47 pg       | 4.1935768928952276e+37 |  3.855036801380984   | 
      93 47 pg       | 4.193369947367983e+37 |  3.8548465622024057  | 
      65 35 gp       | 4.1887033375893655e+37 |  3.850556679628717   | 
     100 42 pa       | 4.187135169793493e+37 |  3.8491151072626373  | 
      76 34 pg       | 4.1780858522987033e+37 |  3.8407963252632182  | 
      65 30 pg       | 4.17578786514179e+37 |  3.838683850570311   | 
      17 9 ap        | 4.1750805073099897e+37 |  3.8380335964929495  | 
      33 16 pg       | 4.171096638281029e+37 |  3.834371338208251   | 
      64 31 pg       | 4.170275529657323e+37 |  3.8336165162404745  | 
      67 30 pa       | 4.1666703010327185e+37 |  3.8303023313858247  | 
      92 49 gp       | 4.160400151672766e+37 |  3.824538360162661   | 
      88 45 gp       | 4.157270692231076e+37 |  3.8216615364810482  | 
      50 24 ag       | 4.1538361661669735e+37 |  3.818504273669235   | 
      27 14 ap       | 4.153494270291261e+37 |  3.8181899784466187  | 
      47 23 ag       | 4.1532464417348866e+37 |  3.817962156653992   | 
      65 29 pg       | 4.1531349446341203e+37 |  3.8178596605181925  | 
      61 29 pg       | 4.149373603877633e+37 |  3.8144019661896684  | 
      28 15 pg       | 4.1454947734855807e+37 |  3.810836266957347   | 
      93 41 pg       | 4.1452769873999745e+37 |  3.810636062359629   | 
     111 52 ga       | 4.1433999694153096e+37 |  3.8089105727376324  | 
      64 30 pg       | 4.142049658046765e+37 |  3.8076692696324286  | 
      53 26 ap       | 4.141520180221906e+37 |  3.807182535621707   | 
      43 20 pg       | 4.1409332443539437e+37 |  3.8066429820547083  | 
      81 40 pg       | 4.136197634211438e+37 |  3.8022896693952264  | 
      70 35 pg       | 4.1352869562020897e+37 |  3.801452508820874   | 
      27 16 ap       | 4.13421946353184e+37 |  3.800471192957562   | 
      58 27 pg       | 4.13189652670146e+37 |  3.798335782734473   | 
      35 19 ap       | 4.1302760297134796e+37 |  3.796846105619985   | 
     108 52 ga       | 4.1302342408819425e+37 |  3.7968076903273658  | 
      48 26 ap       | 4.129906060547718e+37 |  3.7965060034146805  | 
       7 4 ag        | 4.12634582650968e+37 |  3.793233180812711   | 
       6 3 ag        | 4.1198883747316126e+37 |  3.7872970277664253  | 
     114 52 pg       | 4.115154220087058e+37 |  3.782945053105103   | 
      17 9 pg        | 4.111192515279312e+37 |  3.779303169762999   | 
      67 30 pa       | 4.1104053776005043e+37 |  3.7785795763254493  | 
      35 18 pg       | 4.1102713228464897e+37 |  3.7784563435760985  | 
      99 49 pg       | 4.1102029923918763e+37 |  3.7783935293189814  | 
      84 41 pg       | 4.1079235621825483e+37 |  3.7762981135038984  | 
      58 27 pg       | 4.10680563677372e+37 |  3.7752704362483476  | 
      14 8 ag        | 4.106417758686861e+37 |  3.7749138708776675  | 
      49 26 ap       | 4.106214382977087e+37 |  3.7747269133314703  | 
      45 26 ap       | 4.103251063918495e+37 |  3.7720028178118534  | 
      60 28 pg       | 4.1012280869297826e+37 |  3.7701431521996533  | 
      43 24 ap       | 4.1010777843404376e+37 |  3.770004983274159   | 
      37 19 ap       | 4.0996982867250553e+37 |  3.768736850076524   | 
      40 22 ap       | 4.097655946070168e+37 |  3.7668593839928843  | 
      25 11 pa       | 4.097460451047855e+37 |  3.766679670940101   | 
      18 8 ag        | 4.0932248965117966e+37 |  3.7627860452769055  | 
      46 21 pg       | 4.0902212996227465e+37 |  3.7600249234852865  | 
      64 30 pa       | 4.0880787453132245e+37 |  3.758055333819205   | 
      64 28 ag       | 4.0866042772901436e+37 |  3.7566998970079553  | 
